1	4	5	6	7	9	11	13	14	
1	4	5	6	7	9	11	13	16	
1	4	5	6	7	9	11	13	17	
1	4	5	6	7	9	11	13	18	
1	4	5	6	7	9	11	13	19	
1	4	5	6	7	9	11	13	20	
1	4	5	6	7	9	11	13	24	
1	4	5	6	7	9	11	14	16	
1	4	5	6	7	9	11	14	17	
1	4	5	6	7	9	11	14	18	
1	4	5	6	7	9	11	14	19	
1	4	5	6	7	9	11	14	20	
1	4	5	6	7	9	11	14	24	
1	4	5	6	7	9	11	16	17	
1	4	5	6	7	9	11	16	18	
1	4	5	6	7	9	11	16	19	
1	4	5	6	7	9	11	16	20	
1	4	5	6	7	9	11	16	24	
1	4	5	6	7	9	11	17	18	
1	4	5	6	7	9	11	17	19	
1	4	5	6	7	9	11	17	20	
1	4	5	6	7	9	11	17	24	
1	4	5	6	7	9	11	18	19	
1	4	5	6	7	9	11	18	20	
1	4	5	6	7	9	11	18	24	
1	4	5	6	7	9	11	19	20	
1	4	5	6	7	9	11	19	24	
1	4	5	6	7	9	11	20	24	
1	4	5	6	7	9	13	14	16	
1	4	5	6	7	9	13	14	17	
1	4	5	6	7	9	13	14	18	
1	4	5	6	7	9	13	14	19	
1	4	5	6	7	9	13	14	20	
1	4	5	6	7	9	13	14	24	
1	4	5	6	7	9	13	16	17	
1	4	5	6	7	9	13	16	18	
1	4	5	6	7	9	13	16	19	
1	4	5	6	7	9	13	16	20	
1	4	5	6	7	9	13	16	24	
1	4	5	6	7	9	13	17	18	
1	4	5	6	7	9	13	17	19	
1	4	5	6	7	9	13	17	20	
1	4	5	6	7	9	13	17	24	
1	4	5	6	7	9	13	18	19	
1	4	5	6	7	9	13	18	20	
1	4	5	6	7	9	13	18	24	
1	4	5	6	7	9	13	19	20	
1	4	5	6	7	9	13	19	24	
1	4	5	6	7	9	13	20	24	
1	4	5	6	7	9	14	16	17	
1	4	5	6	7	9	14	16	18	
1	4	5	6	7	9	14	16	19	
1	4	5	6	7	9	14	16	20	
1	4	5	6	7	9	14	16	24	
1	4	5	6	7	9	14	17	18	
1	4	5	6	7	9	14	17	19	
