4	5	7	8	10	11	22	23	17	16	15	14	1	9	
4	5	7	8	10	13	23	22	21	20	17	16	15	1	
4	5	7	8	10	18	1	22	9	3	23	12	2	24	
4	5	7	8	10	19	1	22	9	3	23	12	2	24	
4	5	7	8	10	25	23	22	21	20	17	16	15	1	
4	5	7	8	11	13	23	22	21	20	17	16	15	1	
4	5	7	8	11	18	22	17	1	16	15	14	23	9	
4	5	7	8	11	19	22	17	1	16	15	14	9	12	
4	5	7	8	11	25	23	22	21	20	17	16	15	1	
4	5	7	8	13	18	23	22	21	20	17	16	15	1	
4	5	7	8	13	19	23	22	21	20	17	16	15	1	
4	5	7	8	13	25	6	23	2	22	3	21	20	17	
4	5	7	8	18	19	1	17	16	15	14	24	9	22	
4	5	7	8	18	25	23	22	21	20	17	16	15	1	
4	5	7	8	19	25	23	22	21	20	17	16	15	1	
4	5	7	10	11	13	23	22	21	20	17	16	15	1	
4	5	7	10	11	18	22	17	16	15	14	24	1	23	
4	5	7	10	11	19	22	17	16	15	14	24	23	6	
4	5	7	10	11	25	23	22	21	20	17	16	15	1	
4	5	7	10	13	18	23	22	21	20	17	16	15	1	
4	5	7	10	13	19	23	22	21	20	17	16	15	1	
4	5	7	10	13	25	6	23	2	22	3	21	16	9	
4	5	7	10	18	19	1	17	23	9	6	22	3	12	
4	5	7	10	18	25	23	22	21	20	17	16	15	1	
4	5	7	10	19	25	23	22	21	20	17	16	15	1	
4	5	7	11	13	18	23	22	21	20	17	16	15	1	
4	5	7	11	13	19	23	22	21	20	17	16	15	1	
4	5	7	11	13	25	6	23	2	22	3	21	16	9	
4	5	7	11	18	19	17	16	1	15	14	24	23	6	
4	5	7	11	18	25	23	22	21	20	17	16	15	1	
4	5	7	11	19	25	23	22	21	20	17	16	15	1	
4	5	7	13	18	19	23	22	21	20	17	16	15	1	
4	5	7	13	18	25	6	23	2	22	3	21	16	12	
4	5	7	13	19	25	6	23	2	22	3	21	16	12	
4	5	7	18	19	25	23	22	21	20	17	16	15	1	
4	5	8	10	11	13	23	22	21	20	17	16	15	1	
4	5	8	10	11	18	22	17	16	15	14	24	1	23	
4	5	8	10	11	19	22	17	16	15	14	24	23	6	
4	5	8	10	11	25	23	22	21	20	17	16	15	1	
4	5	8	10	13	18	23	22	21	20	17	16	15	1	
4	5	8	10	13	19	23	22	21	20	17	16	15	1	
4	5	8	10	13	25	6	23	16	9	2	22	3	21	
4	5	8	10	18	19	1	17	23	9	6	22	3	12	
4	5	8	10	18	25	23	22	21	20	17	16	15	1	
4	5	8	10	19	25	23	22	21	20	17	16	15	1	
4	5	8	11	13	18	23	22	21	20	17	16	15	1	
4	5	8	11	13	19	23	22	21	20	17	16	15	1	
4	5	8	11	13	25	6	23	16	9	2	22	3	21	
4	5	8	11	18	19	17	16	1	15	14	24	23	6	
4	5	8	11	18	25	23	22	21	20	17	16	15	1	
4	5	8	11	19	25	23	22	21	20	17	16	15	1	
4	5	8	13	18	19	23	22	21	20	17	16	15	1	
4	5	8	13	18	25	6	23	16	9	12	24	17	22	
4	5	8	13	19	25	6	23	16	9	12	24	17	22	
4	5	8	18	19	25	23	22	21	20	17	16	15	1	
4	5	10	11	13	18	23	22	21	20	17	16	15	1	
4	5	10	11	13	19	23	22	21	20	17	16	15	1	
4	5	10	11	13	25	6	23	16	2	3	9	12	24	
4	5	10	11	18	19	17	16	15	14	24	1	22	23	
4	5	10	11	18	25	23	22	21	20	17	16	15	1	
4	5	10	11	19	25	23	22	21	20	17	16	15	1	
4	5	10	13	18	19	23	22	21	20	17	16	15	1	
4	5	10	13	18	25	6	23	16	2	9	22	17	12	
4	5	10	13	19	25	6	23	16	2	9	22	17	12	
4	5	10	18	19	25	23	22	21	20	17	16	15	1	
4	5	11	13	18	19	23	22	21	20	17	16	15	1	
4	5	11	13	18	25	6	23	16	2	9	22	17	12	
4	5	11	13	19	25	6	23	16	2	9	22	17	12	
4	5	11	18	19	25	23	22	21	20	17	16	15	1	
4	5	13	18	19	25	6	23	16	2	9	22	17	12	
4	7	8	10	11	13	23	22	21	20	17	16	15	1	
4	7	8	10	11	18	22	17	16	15	14	24	1	6	
4	7	8	10	11	19	22	17	16	15	14	24	6	23	
