8	13	21	24	
14	23	24	25	
9	13	18	21	
18	21	23	25	
14	21	24	25	
9	14	21	23	
14	18	21	25	
14	23	24	25	
8	20	21	25	
9	18	23	25	
13	20	21	25	
8	13	24	25	
13	14	20	24	
9	13	18	20	
13	14	24	25	
8	18	23	25	
13	14	20	24	
13	20	24	25	
9	13	18	20	
8	9	20	24	
14	20	23	24	
13	14	20	23	
9	20	21	23	
9	13	14	20	
9	18	21	23	
8	13	20	23	
8	18	20	24	
8	9	24	25	
8	14	21	25	
13	18	23	25	
8	9	13	24	
14	18	20	25	
13	18	21	24	
9	14	20	25	
8	13	20	25	
8	13	18	23	
13	14	18	23	
8	14	20	25	
9	14	23	24	
8	18	20	21	
14	23	24	25	
14	20	21	23	
8	21	23	24	
14	18	20	21	
9	14	18	21	
13	14	18	21	
8	9	13	20	
9	14	24	25	
9	13	24	25	
8	9	13	20	
9	14	18	23	
8	14	18	21	
13	18	20	25	
9	21	23	25	
18	20	21	23	
13	14	20	21	
14	23	24	25	
18	21	23	25	
8	14	18	21	
9	20	21	23	
8	9	13	20	
20	21	24	25	
9	13	14	25	
8	14	18	25	
8	9	14	21	
13	14	18	23	
9	20	23	25	
9	13	21	23	
8	13	18	20	
20	21	23	25	
8	20	21	24	
9	13	14	24	
8	13	14	21	
14	20	21	24	
13	21	23	25	
18	20	24	25	
8	13	20	25	
14	18	21	23	
8	9	23	25	
9	20	23	25	
9	14	23	25	
14	20	23	25	
13	20	21	23	
9	14	18	20	
8	14	21	25	
14	18	24	25	
8	18	23	24	
9	20	23	24	
18	20	21	24	
8	14	18	20	
8	18	20	25	
9	13	18	24	
13	21	23	24	
9	18	24	25	
18	20	21	23	
9	13	23	25	
9	13	21	23	
14	18	20	24	
9	20	23	25	
9	13	18	21	
