7	11	19	20	
11	17	20	23	
3	17	19	20	
3	15	17	23	
3	7	9	15	
7	8	15	20	
8	11	17	23	
8	19	20	23	
3	8	11	19	
7	8	19	20	
17	19	20	23	
7	11	19	23	
3	8	15	23	
9	11	20	23	
3	11	17	23	
3	7	8	15	
3	15	17	23	
9	11	15	23	
9	11	20	23	
8	9	11	20	
3	19	20	23	
9	11	19	23	
3	7	11	23	
9	11	15	23	
3	7	11	20	
7	11	19	23	
7	8	9	11	
3	8	11	15	
3	7	15	19	
3	9	11	23	
7	9	15	20	
8	15	19	20	
3	8	11	15	
8	11	17	20	
7	9	11	15	
7	11	17	19	
3	8	9	20	
7	15	19	23	
11	17	19	23	
8	11	15	20	
3	8	11	17	
3	8	19	23	
3	7	8	23	
8	9	19	23	
7	9	11	17	
7	15	19	23	
15	19	20	23	
7	15	19	23	
3	9	20	23	
7	8	11	23	
3	11	17	23	
8	9	11	15	
3	7	19	23	
11	15	17	23	
3	8	20	23	
11	15	17	23	
7	15	17	20	
3	9	17	20	
3	8	15	19	
3	7	11	15	
7	8	19	20	
3	8	11	19	
3	15	19	23	
3	15	20	23	
3	9	11	15	
8	9	17	19	
7	8	11	19	
9	11	19	23	
7	9	17	19	
3	8	17	23	
7	8	19	20	
8	9	17	23	
7	8	9	23	
3	15	17	23	
9	11	19	20	
8	9	20	23	
15	17	19	23	
3	7	8	17	
8	9	17	23	
3	8	9	19	
11	17	19	23	
7	15	20	23	
3	19	20	23	
3	8	9	15	
3	7	11	23	
7	8	19	23	
7	9	19	23	
7	15	20	23	
7	11	15	23	
11	17	20	23	
3	7	11	17	
3	15	17	20	
8	19	20	23	
3	7	8	9	
3	11	15	23	
11	15	20	23	
3	9	11	23	
8	11	15	17	
3	7	11	19	
3	9	15	17	
