1	2	3	4	5	6	7	8	9	10	11	12	13	15	17	
1	2	3	4	5	6	7	8	9	10	11	12	13	15	19	
1	2	3	4	5	6	7	8	9	10	11	12	13	16	17	
1	2	3	4	5	6	7	8	9	10	11	12	13	16	19	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	18	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	20	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	21	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	22	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	23	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	24	
1	2	3	4	5	6	7	8	9	10	11	12	13	17	25	
1	2	3	4	5	6	7	8	9	10	11	12	13	18	19	
1	2	3	4	5	6	7	8	9	10	11	12	13	19	20	
1	2	3	4	5	6	7	8	9	10	11	12	13	19	21	
1	2	3	4	5	6	7	8	9	10	11	12	13	19	22	
1	2	3	4	5	6	7	8	9	10	11	12	13	19	23	
1	2	3	4	5	6	7	8	9	10	11	12	13	19	24	
1	2	3	4	5	6	7	8	9	10	11	12	13	19	25	
1	2	3	4	5	6	7	8	9	10	11	12	15	17	19	
1	2	3	4	5	6	7	8	9	10	11	12	16	17	19	
1	2	3	4	5	6	7	8	9	10	11	12	17	18	19	
1	2	3	4	5	6	7	8	9	10	11	12	17	19	20	
1	2	3	4	5	6	7	8	9	10	11	12	17	19	21	
1	2	3	4	5	6	7	8	9	10	11	12	17	19	22	
1	2	3	4	5	6	7	8	9	10	11	12	17	19	23	
1	2	3	4	5	6	7	8	9	10	11	12	17	19	24	
1	2	3	4	5	6	7	8	9	10	11	12	17	19	25	
1	2	3	4	5	6	7	8	9	10	11	13	14	17	19	
1	2	3	4	5	6	7	8	9	10	12	13	14	15	17	
1	2	3	4	5	6	7	8	9	10	12	13	14	15	19	
1	2	3	4	5	6	7	8	9	10	12	13	14	16	17	
1	2	3	4	5	6	7	8	9	10	12	13	14	16	19	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	18	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	20	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	21	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	22	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	23	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	24	
1	2	3	4	5	6	7	8	9	10	12	13	14	17	25	
1	2	3	4	5	6	7	8	9	10	12	13	14	18	19	
1	2	3	4	5	6	7	8	9	10	12	13	14	19	20	
1	2	3	4	5	6	7	8	9	10	12	13	14	19	21	
1	2	3	4	5	6	7	8	9	10	12	13	14	19	22	
1	2	3	4	5	6	7	8	9	10	12	13	14	19	23	
1	2	3	4	5	6	7	8	9	10	12	13	14	19	24	
1	2	3	4	5	6	7	8	9	10	12	13	14	19	25	
1	2	3	4	5	6	7	8	9	10	12	14	15	17	19	
1	2	3	4	5	6	7	8	9	10	12	14	16	17	19	
1	2	3	4	5	6	7	8	9	10	12	14	17	18	19	
1	2	3	4	5	6	7	8	9	10	12	14	17	19	20	
