1	2	3	4	5	6	9	10	12	13	14	15	20	21	23	
1	2	3	4	5	6	8	9	10	12	13	14	15	21	23	
1	2	3	5	6	8	9	10	11	12	13	14	21	23	24	
1	2	3	5	6	7	8	9	10	11	12	14	15	20	21	
1	2	3	5	6	7	8	9	10	12	14	20	21	23	24	
1	2	3	5	6	8	9	10	11	12	14	15	20	21	24	
1	2	3	5	6	8	9	10	11	12	14	15	21	23	24	
1	2	3	5	6	7	8	9	10	11	12	13	14	15	21	
1	2	3	4	5	6	7	8	9	10	11	12	14	20	21	
1	2	3	5	6	8	9	10	11	12	13	14	15	20	21	
1	2	3	5	6	7	9	10	11	12	13	14	15	20	21	
1	2	3	5	6	7	9	10	11	12	13	14	15	21	23	
1	2	3	5	6	8	9	10	11	12	13	14	20	21	23	
1	2	3	4	5	6	9	10	11	12	14	20	21	23	24	
1	2	3	5	6	7	8	9	10	12	14	15	21	23	24	
1	2	3	5	6	8	9	10	11	12	13	14	15	21	24	
1	2	3	5	6	7	8	9	10	12	13	14	20	21	23	
1	2	3	5	6	9	10	11	12	13	14	15	20	21	23	
1	2	3	4	5	6	7	9	10	11	12	14	15	21	23	
1	2	3	4	5	6	8	9	10	12	13	14	15	20	23	
1	2	3	4	5	6	8	9	10	12	13	14	15	21	24	
1	2	3	4	5	6	7	9	10	11	12	14	15	21	24	
1	2	3	5	6	7	9	10	12	13	14	15	21	23	24	
1	2	3	5	6	7	8	9	10	11	12	14	20	21	24	
1	2	3	5	6	7	9	10	11	12	13	14	15	20	23	
1	2	3	4	5	6	8	9	10	11	12	14	20	21	23	
1	2	3	5	6	7	8	9	10	11	12	14	21	23	24	
1	2	3	5	6	8	9	10	12	13	14	15	20	21	23	
1	2	3	5	6	9	10	11	12	13	14	20	21	23	24	
1	2	3	4	5	6	7	9	10	11	12	14	20	21	24	
1	2	3	4	5	6	8	9	10	12	13	14	15	20	24	
1	2	3	4	5	6	8	9	10	11	12	13	14	15	21	
1	2	3	5	6	7	8	9	10	12	13	14	15	21	23	
1	2	3	4	5	6	8	9	10	11	12	14	20	23	24	
1	2	3	4	5	6	7	8	9	10	11	12	14	21	24	
1	2	3	5	6	7	9	10	12	13	14	20	21	23	24	
1	2	3	5	6	7	8	9	10	11	12	14	15	21	24	
1	2	3	5	6	8	9	10	11	12	14	20	21	23	24	
1	2	3	5	6	7	8	9	10	11	12	14	20	21	23	
1	2	3	5	6	8	9	10	11	12	13	14	20	21	24	
1	2	3	4	5	6	7	8	9	10	12	14	15	20	24	
1	2	3	4	5	6	8	9	10	12	14	20	21	23	24	
1	2	3	5	6	9	10	11	12	13	14	15	21	23	24	
1	2	3	4	5	6	9	10	11	12	13	14	15	20	24	
1	2	3	4	5	6	7	9	10	11	12	14	21	23	24	
1	2	3	4	5	6	9	10	11	12	13	14	15	21	23	
1	2	3	5	6	9	10	11	12	14	15	20	21	23	24	
1	2	3	4	5	6	7	9	10	12	13	14	15	21	24	
1	2	3	5	6	7	8	9	10	11	12	13	14	20	24	
1	2	3	4	5	6	9	10	11	12	13	14	21	23	24	
1	2	3	4	5	6	9	10	11	12	13	14	15	21	24	
1	2	3	4	5	6	7	9	10	12	14	15	20	21	23	
1	2	3	4	5	6	9	10	12	13	14	15	20	23	24	
1	2	3	5	6	9	10	12	13	14	15	20	21	23	24	
1	2	3	5	6	7	9	10	11	12	14	15	20	23	24	
1	2	3	4	5	6	7	8	9	10	11	12	13	14	20	
1	2	3	4	5	6	7	9	10	11	12	14	15	20	24	
1	2	3	4	5	6	7	9	10	12	14	20	21	23	24	
1	2	3	4	5	6	8	9	10	11	12	14	20	21	24	
1	2	3	4	5	6	7	9	10	12	13	14	15	21	23	
1	2	3	4	5	6	7	9	10	11	12	13	14	21	23	
1	2	3	4	5	6	7	8	9	10	12	14	15	21	23	
1	2	3	5	6	7	9	10	11	12	13	14	15	20	24	
1	2	3	4	5	6	7	8	9	10	11	12	14	20	23	
1	2	3	5	6	7	8	9	10	12	13	14	15	20	23	
1	2	3	4	5	6	8	9	10	11	12	14	15	20	21	
1	2	3	4	5	6	7	9	10	11	12	13	14	23	24	
1	2	3	5	6	9	10	11	12	13	14	15	20	21	24	
1	2	3	5	6	8	9	10	11	12	14	15	20	23	24	
1	2	3	4	5	6	8	9	10	12	14	15	20	21	23	
1	2	3	5	6	7	9	10	11	12	13	14	21	23	24	
1	2	3	4	5	6	7	9	10	12	13	14	20	21	23	
1	2	3	5	6	8	9	10	12	13	14	15	20	23	24	
1	2	3	4	5	6	7	9	10	11	12	13	14	20	21	
1	2	3	4	5	6	8	9	10	11	12	13	14	15	24	
1	2	3	4	5	6	9	10	11	12	13	14	15	20	21	
1	2	3	5	6	7	9	10	12	14	15	20	21	23	24	
1	2	3	4	5	6	9	10	11	12	13	14	20	21	24	
1	2	3	4	5	6	7	9	10	11	12	14	20	21	23	
1	2	3	5	6	8	9	10	11	12	13	14	15	21	23	
1	2	3	4	5	6	7	8	9	10	12	14	20	21	24	
1	2	3	5	6	8	9	10	11	12	14	15	20	21	23	
1	2	3	4	5	6	7	9	10	12	13	14	21	23	24	
1	2	3	4	5	6	8	9	10	12	13	14	15	20	21	
1	2	3	5	6	7	9	10	11	12	13	14	15	21	24	
1	2	3	4	5	6	7	8	9	10	12	14	15	20	23	
1	2	3	4	5	6	7	9	10	12	13	14	15	20	21	
1	2	3	5	6	8	9	10	11	12	13	14	15	20	24	
1	2	3	4	5	6	7	8	9	10	11	12	14	23	24	
1	2	3	4	5	6	7	9	10	11	12	13	14	15	21	
1	2	3	4	5	6	7	9	10	12	14	15	21	23	24	
1	2	3	4	5	6	7	8	9	10	12	13	14	15	23	
1	2	3	4	5	6	8	9	10	11	12	13	14	23	24	
1	2	3	4	5	6	8	9	10	11	12	13	14	20	21	
1	2	3	4	5	6	7	9	10	12	13	14	15	20	23	
1	2	3	4	5	6	8	9	10	12	13	14	20	21	23	
