1	2	4	5	6	8	9	12	13	14	16	20	23	24	25
1	2	5	6	7	8	9	11	12	13	14	16	22	23	25
1	2	4	5	6	8	9	10	12	13	14	16	22	23	25
2	5	6	8	9	10	12	13	14	16	19	20	23	24	25
1	2	5	6	7	8	9	12	13	14	15	16	19	23	25
2	3	5	8	9	10	12	13	14	16	20	21	23	24	25
2	3	5	6	8	9	12	13	14	16	18	22	23	24	25
2	3	5	6	8	9	11	12	13	14	15	16	23	24	25
1	2	3	5	8	9	12	13	14	15	16	19	20	23	25
1	2	3	5	6	8	9	11	12	13	14	16	20	23	25
2	3	5	8	9	11	12	13	14	15	16	20	23	24	25
1	2	5	6	8	9	11	12	13	14	15	16	23	24	25
1	2	3	5	8	9	12	13	14	16	17	21	22	23	25
1	2	4	5	7	8	9	12	13	14	15	16	23	24	25
1	2	3	5	8	9	11	12	13	14	16	17	22	23	25
1	2	4	5	8	9	12	13	14	15	16	17	23	24	25
2	3	5	6	8	9	12	13	14	16	19	20	23	24	25
2	3	5	8	9	12	13	14	15	16	17	18	23	24	25
2	3	5	7	8	9	12	13	14	16	20	21	22	23	25
1	2	4	5	8	9	12	13	14	15	16	20	22	23	25
1	2	5	7	8	9	10	12	13	14	16	20	21	23	25
2	3	5	8	9	12	13	14	15	16	19	22	23	24	25
1	2	5	6	8	9	12	13	14	16	18	22	23	24	25
2	5	7	8	9	12	13	14	16	17	18	20	23	24	25
2	5	8	9	12	13	14	15	16	17	19	22	23	24	25
2	5	6	8	9	10	11	12	13	14	15	16	22	23	25
2	3	4	5	7	8	9	12	13	14	16	22	23	24	25
1	2	5	8	9	12	13	14	15	16	17	18	22	23	25
2	3	4	5	8	9	12	13	14	15	16	22	23	24	25
2	3	5	7	8	9	12	13	14	15	16	19	23	24	25
1	2	5	6	8	9	11	12	13	14	15	16	20	23	25
2	3	5	6	8	9	10	12	13	14	16	19	20	23	25
1	2	5	8	9	12	13	14	15	16	17	21	22	23	25
2	3	4	5	6	8	9	10	12	13	14	16	22	23	25
1	2	4	5	8	9	10	12	13	14	15	16	20	23	25
2	3	5	8	9	11	12	13	14	15	16	20	22	23	25
2	5	7	8	9	10	11	12	13	14	16	22	23	24	25
1	2	3	5	8	9	12	13	14	15	16	17	21	23	25
2	5	8	9	10	12	13	14	15	16	18	20	22	23	25
1	2	3	5	8	9	10	12	13	14	16	20	21	23	25
2	5	6	8	9	12	13	14	15	16	19	22	23	24	25
2	4	5	6	8	9	10	12	13	14	16	22	23	24	25
2	5	6	8	9	12	13	14	15	16	20	21	23	24	25
2	3	5	8	9	10	12	13	14	15	16	18	22	23	25
2	3	5	7	8	9	11	12	13	14	16	17	20	23	25
2	3	5	7	8	9	12	13	14	15	16	18	23	24	25
2	3	5	6	7	8	12	13	14	15	16	18	20	23	25
2	6	8	9	10	11	12	13	14	16	20	21	23	24	25
1	2	5	7	9	12	13	14	15	16	18	21	23	24	25
2	4	5	6	8	9	13	14	16	17	20	21	22	23	25
1	2	5	9	10	12	13	14	15	16	18	19	23	24	25
1	2	5	8	9	10	12	13	14	15	16	17	19	22	23
1	2	5	6	7	8	9	12	13	15	16	20	21	23	25
1	2	5	6	8	9	11	12	13	16	17	20	22	23	25
2	5	6	7	8	9	10	12	13	14	16	18	20	23	24
1	2	5	8	9	12	13	14	15	17	18	19	23	24	25
1	2	3	4	5	9	10	12	13	14	16	17	18	23	25
2	3	5	8	9	11	12	13	14	15	16	18	20	24	25
1	2	4	5	8	9	10	13	14	15	16	17	21	23	25
1	4	5	7	8	9	12	13	14	15	16	17	20	23	25
1	2	4	5	7	8	9	10	12	13	14	18	22	23	25
2	3	5	6	8	9	10	12	13	14	19	21	23	24	25
1	2	5	7	8	9	10	11	12	13	15	16	23	24	25
1	2	5	8	9	10	11	12	13	15	16	20	23	24	25
2	4	5	7	8	9	10	12	13	14	15	16	18	20	25
2	3	5	6	8	9	11	13	14	16	19	22	23	24	25
2	5	6	8	9	10	11	12	13	15	16	22	23	24	25
2	5	7	8	9	10	12	13	16	17	18	22	23	24	25
1	2	3	5	8	9	10	12	14	16	19	22	23	24	25
1	2	5	6	8	9	12	13	14	18	19	20	23	24	25
1	2	3	6	8	9	12	13	14	16	18	21	23	24	25
1	2	4	5	6	8	10	12	13	14	15	16	20	23	25
2	5	7	8	9	10	12	13	14	15	16	20	21	22	23
5	7	8	9	10	12	13	14	16	18	20	22	23	24	25
2	3	4	5	7	8	9	13	14	16	21	22	23	24	25
1	2	3	5	8	9	12	13	14	15	16	19	20	21	25
1	2	5	7	8	11	12	13	14	16	17	22	23	24	25
1	2	3	5	6	8	9	12	13	14	18	19	23	24	25
1	2	3	4	5	9	10	11	12	13	14	16	22	23	25
1	2	5	7	9	12	13	14	15	16	17	18	21	23	25
2	3	5	6	8	9	10	11	12	14	16	20	22	23	25
2	4	5	6	8	9	11	12	13	14	20	22	23	24	25
2	5	8	9	12	13	14	15	17	18	21	22	23	24	25
2	3	4	5	9	12	13	14	15	16	17	20	21	23	25
2	5	8	9	11	12	13	14	16	17	18	20	22	24	25
2	3	5	8	10	12	13	14	16	17	20	21	23	24	25
1	2	5	8	9	10	11	12	13	14	16	20	21	24	25
1	2	3	5	6	7	9	12	13	14	16	19	21	23	25
2	5	6	8	12	13	14	16	17	18	20	22	23	24	25
2	5	7	8	9	10	11	12	13	14	16	17	19	24	25
2	3	4	5	6	8	9	10	12	13	14	16	19	24	25
2	3	4	5	6	8	9	12	13	14	15	19	23	24	25
1	2	4	6	7	8	9	12	13	14	16	19	23	24	25
2	3	6	7	8	9	10	12	13	14	16	18	19	23	25
1	2	5	8	9	11	12	13	14	19	20	22	23	24	25
2	5	7	8	9	11	12	13	14	17	21	22	23	24	25
2	3	5	7	9	12	13	14	16	18	19	20	23	24	25
2	6	7	8	9	11	12	13	14	16	17	18	20	23	25
2	4	5	8	9	10	13	14	15	16	17	20	21	23	25
2	8	9	10	12	13	14	16	17	18	19	20	23	24	25
