1	9	11	14	15	17	23	21	20	16	24	13	8	7	
1	9	11	14	15	18	23	21	20	16	24	13	8	7	
1	9	11	14	15	19	23	21	20	16	24	13	8	7	
1	9	11	14	15	22	23	21	20	16	24	13	8	7	
1	9	11	14	15	25	7	23	8	2	6	10	5	12	
1	9	11	14	17	18	23	21	20	16	24	13	8	7	
1	9	11	14	17	19	23	21	20	16	24	13	8	7	
1	9	11	14	17	22	23	21	20	16	24	13	8	7	
1	9	11	14	17	25	7	23	8	2	6	21	12	24	
1	9	11	14	18	19	23	21	20	16	24	13	8	7	
1	9	11	14	18	22	23	21	20	16	24	13	8	7	
1	9	11	14	18	25	7	23	8	2	6	10	5	12	
1	9	11	14	19	22	23	21	20	16	24	13	8	7	
1	9	11	14	19	25	7	23	8	2	6	10	5	12	
1	9	11	14	22	25	7	23	8	2	6	10	5	12	
1	9	11	15	17	18	23	21	20	16	24	13	8	7	
1	9	11	15	17	19	23	21	20	16	24	13	8	7	
1	9	11	15	17	22	23	21	20	16	24	13	8	7	
1	9	11	15	17	25	7	23	8	2	3	10	24	4	
1	9	11	15	18	19	23	21	20	16	24	13	8	7	
1	9	11	15	18	22	23	21	20	16	24	13	8	7	
1	9	11	15	18	25	7	23	8	2	10	5	12	24	
1	9	11	15	19	22	23	21	20	16	24	13	8	7	
1	9	11	15	19	25	7	23	8	2	10	5	12	24	
1	9	11	15	22	25	7	23	8	2	10	5	12	24	
1	9	11	17	18	19	23	21	20	16	24	13	8	7	
1	9	11	17	18	22	23	21	20	16	24	13	8	7	
1	9	11	17	18	25	7	23	8	2	4	10	24	16	
1	9	11	17	19	22	23	21	20	16	24	13	8	7	
1	9	11	17	19	25	7	23	8	2	4	10	24	16	
1	9	11	17	22	25	7	23	8	2	4	10	24	16	
1	9	11	18	19	22	23	21	20	16	24	13	8	7	
1	9	11	18	19	25	7	23	8	2	10	5	12	24	
1	9	11	18	22	25	7	23	8	2	10	5	12	24	
1	9	11	19	22	25	7	23	8	2	10	5	12	24	
1	9	14	15	17	18	23	21	20	16	24	13	10	8	
1	9	14	15	17	19	23	21	20	16	24	13	10	8	
1	9	14	15	17	22	23	21	20	16	24	13	10	8	
1	9	14	15	17	25	7	23	8	2	6	21	10	12	
1	9	14	15	18	19	23	21	20	16	24	13	10	8	
1	9	14	15	18	22	23	21	20	16	24	13	10	8	
1	9	14	15	18	25	7	23	8	2	6	10	12	24	
1	9	14	15	19	22	23	21	20	16	24	13	10	8	
1	9	14	15	19	25	7	23	8	2	6	10	12	24	
1	9	14	15	22	25	7	23	8	2	6	10	12	24	
1	9	14	17	18	19	23	21	20	16	24	13	10	8	
1	9	14	17	18	22	23	21	20	16	24	13	10	8	
1	9	14	17	18	25	7	23	8	2	4	10	24	5	
1	9	14	17	19	22	23	21	20	16	24	13	10	8	
1	9	14	17	19	25	7	23	8	2	4	10	24	5	
1	9	14	17	22	25	7	23	8	2	4	10	24	5	
1	9	14	18	19	22	23	21	20	16	24	13	10	8	
1	9	14	18	19	25	7	23	8	2	10	12	24	5	
1	9	14	18	22	25	7	23	8	2	10	12	24	5	
1	9	14	19	22	25	7	23	8	2	10	12	24	5	
1	9	15	17	18	19	23	21	20	16	24	13	10	8	
1	9	15	17	18	22	23	21	20	16	24	13	10	8	
1	9	15	17	18	25	7	23	8	2	6	21	12	24	
1	9	15	17	19	22	23	21	20	16	24	13	10	8	
1	9	15	17	19	25	7	23	8	2	6	21	12	24	
1	9	15	17	22	25	7	23	8	2	6	3	21	20	
1	9	15	18	19	22	23	21	20	16	24	13	10	8	
1	9	15	18	19	25	7	23	8	2	6	10	12	24	
1	9	15	18	22	25	7	23	8	2	6	10	12	24	
1	9	15	19	22	25	7	23	8	2	6	10	12	24	
1	9	17	18	19	22	23	21	20	16	24	13	10	8	
1	9	17	18	19	25	7	23	8	2	5	10	24	16	
1	9	17	18	22	25	7	23	8	2	5	10	24	16	
1	9	17	19	22	25	7	23	8	2	5	10	24	16	
1	9	18	19	22	25	7	23	8	2	10	12	24	16	
1	11	14	15	17	18	23	21	20	16	24	13	10	8	
1	11	14	15	17	19	23	21	20	16	24	13	10	8	
1	11	14	15	17	22	23	21	20	16	24	13	10	8	
1	11	14	15	17	25	7	23	8	2	3	10	6	12	
1	11	14	15	18	19	23	21	20	16	24	13	10	8	
1	11	14	15	18	22	23	21	20	16	24	13	10	8	
1	11	14	15	18	25	7	23	8	2	10	6	12	24	
1	11	14	15	19	22	23	21	20	16	24	13	10	8	
1	11	14	15	19	25	7	23	8	2	10	6	12	24	
1	11	14	15	22	25	7	23	8	2	10	6	12	24	
1	11	14	17	18	19	23	21	20	16	24	13	10	8	
1	11	14	17	18	22	23	21	20	16	24	13	10	8	
1	11	14	17	18	25	7	23	8	2	4	6	12	24	
1	11	14	17	19	22	23	21	20	16	24	13	10	8	
1	11	14	17	19	25	7	23	8	2	4	6	12	24	
1	11	14	17	22	25	7	23	8	2	4	6	12	24	
1	11	14	18	19	22	23	21	20	16	24	13	10	8	
1	11	14	18	19	25	7	23	8	2	6	12	24	5	
1	11	14	18	22	25	7	23	8	2	6	12	24	5	
1	11	14	19	22	25	7	23	8	2	6	12	24	5	
1	11	15	17	18	19	23	21	20	16	24	13	10	8	
1	11	15	17	18	22	23	21	20	16	24	13	10	8	
1	11	15	17	18	25	7	23	8	2	4	10	6	12	
1	11	15	17	19	22	23	21	20	16	24	13	10	8	
1	11	15	17	19	25	7	23	8	2	4	10	6	12	
1	11	15	17	22	25	7	23	8	2	4	10	6	12	
1	11	15	18	19	22	23	21	20	16	24	13	10	8	
1	11	15	18	19	25	7	23	8	2	10	6	12	24	
1	11	15	18	22	25	7	23	8	2	10	6	12	24	
1	11	15	19	22	25	7	23	8	2	10	6	12	24	
1	11	17	18	19	22	23	21	20	16	24	13	10	8	
1	11	17	18	19	25	7	23	8	2	5	6	12	24	
1	11	17	18	22	25	7	23	8	2	5	6	12	24	
1	11	17	19	22	25	7	23	8	2	5	6	12	24	
1	11	18	19	22	25	7	23	8	2	6	12	24	3	
1	14	15	17	18	19	23	21	20	16	24	13	10	8	
1	14	15	17	18	22	23	21	20	16	24	13	10	8	
1	14	15	17	18	25	7	23	8	2	4	10	12	24	
1	14	15	17	19	22	23	21	20	16	24	13	10	8	
1	14	15	17	19	25	7	23	8	2	4	10	12	24	
1	14	15	17	22	25	7	23	8	2	4	10	12	24	
1	14	15	18	19	22	23	21	20	16	24	13	10	8	
1	14	15	18	19	25	7	23	8	2	10	12	24	6	
1	14	15	18	22	25	7	23	8	2	10	12	24	6	
1	14	15	19	22	25	7	23	8	2	10	12	24	6	
1	14	17	18	19	22	23	21	20	16	24	13	10	8	
1	14	17	18	19	25	7	23	8	2	5	12	24	6	
1	14	17	18	22	25	7	23	8	2	5	3	12	24	
1	14	17	19	22	25	7	23	8	2	5	3	12	24	
1	14	18	19	22	25	7	23	8	2	3	12	24	6	
1	15	17	18	19	22	23	21	20	16	24	13	10	8	
1	15	17	18	19	25	7	23	8	2	5	10	12	24	
1	15	17	18	22	25	7	23	8	2	5	10	12	24	
1	15	17	19	22	25	7	23	8	2	5	10	12	24	
1	15	18	19	22	25	7	23	8	2	10	12	24	16	
1	17	18	19	22	25	7	23	8	2	6	3	12	24	
9	11	14	15	17	18	23	16	24	12	13	10	7	6	
9	11	14	15	17	19	23	16	24	12	13	10	7	6	
9	11	14	15	17	22	23	16	13	24	12	10	7	6	
9	11	14	15	17	25	23	21	20	16	24	13	8	7	
9	11	14	15	18	19	23	16	24	12	13	10	7	6	
9	11	14	15	18	22	23	16	13	24	12	10	7	6	
9	11	14	15	18	25	23	21	20	16	24	13	8	7	
9	11	14	15	19	22	23	16	13	24	12	10	7	6	
9	11	14	15	19	25	23	21	20	16	24	13	8	7	
9	11	14	15	22	25	23	21	20	16	24	13	8	7	
9	11	14	17	18	19	16	23	24	12	13	10	7	6	
9	11	14	17	18	22	16	23	13	24	12	10	7	6	
9	11	14	17	18	25	23	21	20	16	24	13	8	7	
9	11	14	17	19	22	16	23	13	24	12	10	7	6	
9	11	14	17	19	25	23	21	20	16	24	13	8	7	
9	11	14	17	22	25	23	21	20	16	24	13	8	7	
9	11	14	18	19	22	16	23	13	24	12	10	7	6	
9	11	14	18	19	25	23	21	20	16	24	13	8	7	
9	11	14	18	22	25	23	21	20	16	24	13	8	7	
9	11	14	19	22	25	23	21	20	16	24	13	8	7	
9	11	15	17	18	19	16	23	24	12	13	10	7	6	
9	11	15	17	18	22	16	23	13	24	12	10	7	6	
9	11	15	17	18	25	23	21	20	16	24	13	8	7	
9	11	15	17	19	22	16	23	13	24	12	10	7	6	
9	11	15	17	19	25	23	21	20	16	24	13	8	7	
9	11	15	17	22	25	23	21	20	16	24	13	8	7	
9	11	15	18	19	22	16	23	13	24	12	10	7	6	
9	11	15	18	19	25	23	21	20	16	24	13	8	7	
9	11	15	18	22	25	23	21	20	16	24	13	8	7	
9	11	15	19	22	25	23	21	20	16	24	13	8	7	
9	11	17	18	19	22	16	23	13	24	12	10	7	6	
9	11	17	18	19	25	23	21	20	16	24	13	8	7	
9	11	17	18	22	25	23	21	20	16	24	13	8	7	
9	11	17	19	22	25	23	21	20	16	24	13	8	7	
9	11	18	19	22	25	23	21	20	16	24	13	8	7	
9	14	15	17	18	19	13	16	24	12	10	8	7	6	
9	14	15	17	18	22	13	16	24	12	10	8	7	6	
9	14	15	17	18	25	23	21	20	16	24	13	10	8	
9	14	15	17	19	22	13	16	24	12	10	8	7	6	
9	14	15	17	19	25	23	21	20	16	24	13	10	8	
9	14	15	17	22	25	23	21	20	16	24	13	10	8	
9	14	15	18	19	22	13	16	24	12	10	8	7	6	
9	14	15	18	19	25	23	21	20	16	24	13	10	8	
9	14	15	18	22	25	23	21	20	16	24	13	10	8	
9	14	15	19	22	25	23	21	20	16	24	13	10	8	
9	14	17	18	19	22	13	16	24	12	10	8	7	6	
9	14	17	18	19	25	23	21	20	16	24	13	10	8	
9	14	17	18	22	25	23	21	20	16	24	13	10	8	
9	14	17	19	22	25	23	21	20	16	24	13	10	8	
9	14	18	19	22	25	23	21	20	16	24	13	10	8	
9	15	17	18	19	22	13	16	24	12	10	8	7	6	
9	15	17	18	19	25	23	21	20	16	24	13	10	8	
9	15	17	18	22	25	23	21	20	16	24	13	10	8	
9	15	17	19	22	25	23	21	20	16	24	13	10	8	
9	15	18	19	22	25	23	21	20	16	24	13	10	8	
9	17	18	19	22	25	23	21	20	16	24	13	10	8	
11	14	15	17	18	19	16	24	12	20	13	8	7	6	
11	14	15	17	18	22	16	24	13	12	10	8	7	6	
11	14	15	17	18	25	23	21	20	16	24	13	10	8	
11	14	15	17	19	22	16	24	13	12	10	8	7	6	
11	14	15	17	19	25	23	21	20	16	24	13	10	8	
11	14	15	17	22	25	23	21	20	16	24	13	10	8	
11	14	15	18	19	22	16	24	13	12	10	8	7	6	
11	14	15	18	19	25	23	21	20	16	24	13	10	8	
11	14	15	18	22	25	23	21	20	16	24	13	10	8	
11	14	15	19	22	25	23	21	20	16	24	13	10	8	
11	14	17	18	19	22	16	24	13	12	10	8	7	6	
11	14	17	18	19	25	23	21	20	16	24	13	10	8	
11	14	17	18	22	25	23	21	20	16	24	13	10	8	
11	14	17	19	22	25	23	21	20	16	24	13	10	8	
11	14	18	19	22	25	23	21	20	16	24	13	10	8	
11	15	17	18	19	22	16	24	13	12	10	8	7	6	
11	15	17	18	19	25	23	21	20	16	24	13	10	8	
11	15	17	18	22	25	23	21	20	16	24	13	10	8	
11	15	17	19	22	25	23	21	20	16	24	13	10	8	
11	15	18	19	22	25	23	21	20	16	24	13	10	8	
11	17	18	19	22	25	23	21	20	16	24	13	10	8	
14	15	17	18	19	22	16	24	13	12	10	8	7	6	
14	15	17	18	19	25	23	21	20	16	24	13	10	8	
14	15	17	18	22	25	23	21	20	16	24	13	10	8	
14	15	17	19	22	25	23	21	20	16	24	13	10	8	
14	15	18	19	22	25	23	21	20	16	24	13	10	8	
14	17	18	19	22	25	23	21	20	16	24	13	10	8	
15	17	18	19	22	25	23	21	20	16	24	13	10	8	
