1	2	3	4	5	11	
1	5	6	7	15	22	
1	2	3	10	12	16	
4	5	6	11	15	16	
2	4	10	15	19	22	
1	2	3	4	5	11	
2	5	10	17	19	22	
2	4	12	15	16	17	
1	2	4	10	17	19	
1	2	6	11	12	15	
2	5	11	12	16	17	
1	10	15	17	19	22	
2	5	11	15	19	22	
1	4	5	7	16	17	
2	3	7	10	15	17	
1	4	5	6	7	11	
2	3	4	12	15	22	
2	3	6	10	12	19	
3	7	10	12	17	19	
1	2	10	11	17	22	
2	3	4	10	19	22	
2	3	5	10	11	17	
1	2	3	12	19	22	
1	4	6	7	16	22	
1	2	3	5	10	15	
1	3	4	6	16	19	
3	4	6	11	16	19	
1	2	3	4	19	22	
1	2	4	5	12	22	
1	2	11	12	16	19	
1	4	5	12	15	19	
2	4	5	7	10	22	
1	3	5	6	11	19	
1	2	3	6	7	12	
6	7	10	11	17	19	
1	2	3	4	11	22	
1	4	6	12	15	22	
2	3	7	10	16	17	
1	2	3	6	11	17	
1	2	3	5	7	16	
3	4	5	6	19	22	
1	2	7	12	19	22	
1	2	6	10	16	22	
1	6	7	11	12	15	
3	5	6	10	17	19	
1	3	11	12	15	17	
1	2	4	5	11	19	
1	4	5	7	12	19	
3	4	5	7	15	17	
1	2	5	7	15	19	
1	2	3	4	12	19	
3	5	6	10	12	19	
1	3	7	15	16	17	
1	3	7	11	15	19	
1	2	5	6	17	22	
1	3	4	11	12	16	
2	6	7	11	16	19	
2	4	12	16	19	22	
1	2	3	4	7	10	
2	4	5	12	17	19	
1	2	3	10	12	19	
2	3	10	16	17	22	
1	2	3	4	10	16	
1	2	4	5	16	22	
1	4	5	6	16	19	
1	3	12	15	17	22	
1	2	6	7	12	15	
1	4	6	15	16	17	
1	2	5	17	19	22	
1	3	5	7	15	17	
2	3	4	7	12	17	
1	3	6	12	16	22	
1	6	7	15	16	19	
1	3	4	5	11	15	
1	2	4	16	17	22	
2	3	4	6	12	19	
1	5	16	17	19	22	
1	3	7	17	19	22	
3	7	11	12	15	16	
3	5	10	11	12	15	
2	5	6	12	15	17	
1	3	7	11	16	19	
1	2	4	5	7	11	
1	4	7	15	17	19	
2	3	4	17	19	22	
1	3	4	6	10	17	
1	2	10	11	12	19	
1	2	3	4	10	22	
3	4	5	6	16	22	
2	4	7	15	16	17	
1	3	5	7	10	17	
3	4	5	11	16	19	
1	5	7	10	16	19	
4	6	10	11	12	15	
1	4	10	12	16	17	
1	2	6	16	17	22	
1	2	4	7	12	19	
1	2	3	4	16	19	
1	3	7	10	16	19	
1	4	5	12	16	17	
